timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
25598497,25589954,197388,-0.13866013,-0.13752529,0.44350103,0
25622501,25614532,197388,-0.14177188,-0.12899679,0.4407143,0
25646485,25637914,197388,-0.14719933,-0.13384289,0.43921217,0
25670497,25662699,197388,-0.15252745,-0.13496754,0.4373281,0
25694491,25686466,197388,-0.15547314,-0.13047552,0.4343118,0
25718499,25711113,197388,-0.16252777,-0.1319521,0.43161374,0
25742492,25734751,197388,-0.16849571,-0.1297146,0.43361783,0
25766486,25758784,197388,-0.17590846,-0.13584761,0.43158424,0
25790489,25783200,197388,-0.18044733,-0.12952827,0.42712867,0
25814491,25806728,197388,-0.1856978,-0.12783808,0.43006492,0
